# started on Wed Aug 26 16:34:08 2026

11,78;Joules;power/energy-pkg/;1402373087;100,00;;
1402993189;;duration_time;1;100,00;;
1410000000;;user_time;8;100,00;;
20000000;;system_time;8;100,00;;
