# started on Wed Aug 26 16:33:38 2026

0,19;Joules;power/energy-pkg/;39288057;100,00;;
39977513;;duration_time;1;100,00;;
40000000;;user_time;8;100,00;;
10000000;;system_time;8;100,00;;
