# started on Wed Aug 26 16:33:49 2026

0,12;Joules;power/energy-pkg/;29907510;100,00;;
30452382;;duration_time;1;100,00;;
30000000;;user_time;8;100,00;;
10000000;;system_time;8;100,00;;
