# started on Wed Aug 26 16:33:59 2026

0,26;Joules;power/energy-pkg/;60196078;100,00;;
60847172;;duration_time;1;100,00;;
50000000;;user_time;8;100,00;;
10000000;;system_time;8;100,00;;
