# started on Wed Aug 26 16:34:19 2026

348,14;Joules;power/energy-pkg/;37877507826;100,00;;
37877229059;;duration_time;1;100,00;;
38530000000;;user_time;8;100,00;;
420000000;;system_time;8;100,00;;
