# started on Wed Aug 26 15:15:39 2026

79,66;Joules;power/energy-pkg/;4850316569;100,00;;
4850438629;;duration_time;1;100,00;;
5030000000;;user_time;8;100,00;;
70000000;;system_time;8;100,00;;
